"item_id","resp","wave"
1,5,"w1"
2,3,"w1"
3,2,"w1"
4,4,"w1"
5,2,"w1"
6,2,"w1"
7,3,"w1"
8,5,"w1"
9,1,"w1"
10,5,"w1"
11,2,"w1"
12,2,"w1"
13,2,"w1"
14,2,"w1"
15,5,"w1"
16,2,"w1"
17,2,"w1"
18,1,"w1"
19,2,"w1"
20,2,"w1"
21,4,"w1"
22,3,"w1"
23,2,"w1"
24,3,"w1"
25,5,"w1"
26,1,"w1"
27,1,"w1"
28,2,"w1"
29,1,"w1"
30,1,"w1"
31,5,"w1"
32,1,"w1"
33,1,"w1"
34,5,"w1"
35,1,"w1"
36,3,"w1"
37,4,"w1"
38,3,"w1"
39,3,"w1"
41,1,"w1"
42,1,"w1"
43,1,"w1"
44,1,"w1"
45,3,"w1"
46,1,"w1"
47,1,"w1"
48,4,"w1"
49,1,"w1"
50,1,"w1"
51,5,"w1"
