"item_id","resp","wave"
1,4,"w1"
2,4,"w1"
3,5,"w1"
4,3,"w1"
5,2,"w1"
6,4,"w1"
7,5,"w1"
8,3,"w1"
9,3,"w1"
11,2,"w1"
12,1,"w1"
13,3,"w1"
14,2,"w1"
15,5,"w1"
16,4,"w1"
17,4,"w1"
18,4,"w1"
19,5,"w1"
20,4,"w1"
21,2,"w1"
22,2,"w1"
23,2,"w1"
24,2,"w1"
25,2,"w1"
26,4,"w1"
27,3,"w1"
28,2,"w1"
29,2,"w1"
30,1,"w1"
31,2,"w1"
32,1,"w1"
33,3,"w1"
34,5,"w1"
35,2,"w1"
36,4,"w1"
37,4,"w1"
38,2,"w1"
39,3,"w1"
40,4,"w1"
41,2,"w1"
42,4,"w1"
43,1,"w1"
44,1,"w1"
45,2,"w1"
46,2,"w1"
47,2,"w1"
48,2,"w1"
49,2,"w1"
50,3,"w1"
51,3,"w1"
1,2,"w2"
2,3,"w2"
3,2,"w2"
4,4,"w2"
5,3,"w2"
6,4,"w2"
7,5,"w2"
8,2,"w2"
9,4,"w2"
10,2,"w2"
11,4,"w2"
12,2,"w2"
13,3,"w2"
14,2,"w2"
15,2,"w2"
16,3,"w2"
17,4,"w2"
18,3,"w2"
19,5,"w2"
20,2,"w2"
21,2,"w2"
22,2,"w2"
23,2,"w2"
24,2,"w2"
25,2,"w2"
26,2,"w2"
27,2,"w2"
28,2,"w2"
29,2,"w2"
30,1,"w2"
31,1,"w2"
32,1,"w2"
33,2,"w2"
34,4,"w2"
35,2,"w2"
36,4,"w2"
37,3,"w2"
38,3,"w2"
39,2,"w2"
40,2,"w2"
41,2,"w2"
42,2,"w2"
43,1,"w2"
44,5,"w2"
45,2,"w2"
46,3,"w2"
47,1,"w2"
48,2,"w2"
49,2,"w2"
50,4,"w2"
51,2,"w2"
